ResponseId_id,dimension_id,dimension,construct_id,construct,score,industry_synthetic,country_synthetic,continent_synthetic,role_synthetic
MAR_CAP_0843,4,Talent and Skills,1,AI Skills,2.9,Financial Services,Germany,Europe,IT & Data
MAR_CAP_0844,4,Talent and Skills,1,AI Skills,3.8,Retail,United States,Africa,Leadership
MAR_CAP_0845,4,Talent and Skills,1,AI Skills,3.2,Technology,France,Asia,Management
MAR_CAP_0846,4,Talent and Skills,1,AI Skills,2.7,Financial Services,France,Africa,Management
MAR_CAP_0847,4,Talent and Skills,1,AI Skills,4.3,Healthcare,Germany,Asia,Staff
MAR_CAP_0848,4,Talent and Skills,1,AI Skills,3.6,Retail,Australia,North America,Leadership
MAR_CAP_0849,4,Talent and Skills,1,AI Skills,4.3,Financial Services,France,Africa,IT & Data
MAR_CAP_0850,4,Talent and Skills,1,AI Skills,3.9,Manufacturing,United States,North America,IT & Data
MAR_CAP_0851,4,Talent and Skills,1,AI Skills,3.4,Retail,France,Asia,Management
MAR_CAP_0852,4,Talent and Skills,1,AI Skills,3.1,Manufacturing,Canada,North America,IT & Data
MAR_CAP_0853,4,Talent and Skills,1,AI Skills,3.3,Manufacturing,Canada,North America,IT & Data
MAR_CAP_0854,4,Talent and Skills,1,AI Skills,3.4,Healthcare,Australia,Asia,IT & Data
MAR_CAP_0855,4,Talent and Skills,1,AI Skills,3.9,Manufacturing,United Kingdom,North America,Staff
MAR_CAP_0856,4,Talent and Skills,1,AI Skills,3.1,Retail,United Kingdom,Europe,IT & Data
MAR_CAP_0857,4,Talent and Skills,1,AI Skills,2.8,Healthcare,United States,Africa,IT & Data
MAR_CAP_0858,4,Talent and Skills,1,AI Skills,2.5,Manufacturing,Germany,Europe,Leadership
MAR_CAP_0859,4,Talent and Skills,1,AI Skills,3.4,Retail,Germany,Africa,IT & Data
MAR_CAP_0860,4,Talent and Skills,1,AI Skills,4.2,Technology,Australia,North America,Staff
MAR_CAP_0861,4,Talent and Skills,1,AI Skills,4.7,Retail,Australia,Africa,Leadership
MAR_CAP_0862,4,Talent and Skills,1,AI Skills,4.3,Financial Services,United Kingdom,Asia,Leadership
MAR_CAP_0863,4,Talent and Skills,1,AI Skills,4.4,Manufacturing,Germany,Africa,Management
MAR_CAP_0864,4,Talent and Skills,1,AI Skills,2.9,Retail,United States,Asia,Staff
MAR_CAP_0865,4,Talent and Skills,1,AI Skills,3.6,Retail,Australia,North America,IT & Data
MAR_CAP_0866,4,Talent and Skills,1,AI Skills,3.1,Retail,France,Asia,Management
MAR_CAP_0867,4,Talent and Skills,1,AI Skills,3.1,Technology,Australia,North America,Management
MAR_CAP_0868,4,Talent and Skills,1,AI Skills,2.8,Retail,France,North America,Staff
MAR_CAP_0869,4,Talent and Skills,1,AI Skills,3.0,Financial Services,Australia,North America,Staff
MAR_CAP_0870,4,Talent and Skills,1,AI Skills,3.2,Retail,France,Africa,Leadership
MAR_CAP_0871,4,Talent and Skills,1,AI Skills,3.5,Financial Services,Canada,Asia,Leadership
MAR_CAP_0872,4,Talent and Skills,1,AI Skills,3.6,Manufacturing,Germany,North America,Management
MAR_CAP_0873,4,Talent and Skills,1,AI Skills,3.4,Financial Services,Canada,Africa,Management
MAR_CAP_0874,4,Talent and Skills,1,AI Skills,3.4,Technology,France,Europe,Leadership
MAR_CAP_0875,4,Talent and Skills,1,AI Skills,3.3,Financial Services,France,Europe,Leadership
MAR_CAP_0876,4,Talent and Skills,1,AI Skills,3.2,Financial Services,Canada,Africa,Management
MAR_CAP_0877,4,Talent and Skills,1,AI Skills,3.6,Technology,Germany,Asia,Management
MAR_CAP_0878,4,Talent and Skills,1,AI Skills,3.8,Manufacturing,Australia,Africa,Leadership
MAR_CAP_0879,4,Talent and Skills,1,AI Skills,2.9,Healthcare,United Kingdom,North America,Leadership
MAR_CAP_0880,4,Talent and Skills,1,AI Skills,3.3,Retail,Australia,Asia,IT & Data
MAR_CAP_0881,4,Talent and Skills,1,AI Skills,3.5,Technology,France,Africa,Management
MAR_CAP_0882,4,Talent and Skills,1,AI Skills,2.8,Retail,Australia,Asia,Staff
MAR_CAP_0883,4,Talent and Skills,1,AI Skills,3.4,Retail,Australia,Africa,Management
MAR_CAP_0884,4,Talent and Skills,1,AI Skills,4.5,Financial Services,Australia,North America,Staff
MAR_CAP_0885,4,Talent and Skills,1,AI Skills,3.9,Healthcare,Canada,Asia,Staff
MAR_CAP_0886,4,Talent and Skills,1,AI Skills,4.0,Healthcare,Germany,Africa,Management
MAR_CAP_0887,4,Talent and Skills,1,AI Skills,3.1,Financial Services,United States,Africa,IT & Data
MAR_CAP_0888,4,Talent and Skills,1,AI Skills,3.3,Retail,United States,North America,IT & Data
MAR_CAP_0889,4,Talent and Skills,1,AI Skills,2.8,Retail,United States,Africa,Management
MAR_CAP_0890,4,Talent and Skills,1,AI Skills,2.4,Healthcare,United Kingdom,Europe,Staff
MAR_CAP_0891,4,Talent and Skills,1,AI Skills,3.5,Manufacturing,Germany,Europe,Management
MAR_CAP_0892,4,Talent and Skills,1,AI Skills,2.3,Healthcare,Germany,Africa,Management
MAR_CAP_0893,4,Talent and Skills,1,AI Skills,4.0,Manufacturing,United States,Asia,Staff
MAR_CAP_0894,4,Talent and Skills,1,AI Skills,3.5,Healthcare,Australia,Europe,Staff
MAR_CAP_0895,4,Talent and Skills,1,AI Skills,3.2,Retail,Australia,Asia,Leadership
MAR_CAP_0896,4,Talent and Skills,1,AI Skills,3.6,Financial Services,Canada,Europe,Staff
MAR_CAP_0897,4,Talent and Skills,1,AI Skills,3.6,Healthcare,United States,Asia,Leadership
MAR_CAP_0898,4,Talent and Skills,1,AI Skills,2.8,Financial Services,Canada,Africa,IT & Data
MAR_CAP_0899,4,Talent and Skills,1,AI Skills,3.2,Manufacturing,Germany,Europe,IT & Data
MAR_CAP_0900,4,Talent and Skills,1,AI Skills,3.2,Technology,Germany,Africa,IT & Data
MAR_CAP_0901,4,Talent and Skills,1,AI Skills,3.7,Retail,United States,Europe,IT & Data
MAR_CAP_0902,4,Talent and Skills,1,AI Skills,2.4,Technology,United Kingdom,Asia,Staff
MAR_CAP_0903,4,Talent and Skills,1,AI Skills,3.4,Technology,Canada,North America,Leadership
MAR_CAP_0904,4,Talent and Skills,1,AI Skills,3.5,Manufacturing,United States,Asia,IT & Data
MAR_CAP_0905,4,Talent and Skills,1,AI Skills,2.9,Healthcare,United States,Africa,IT & Data
MAR_CAP_0906,4,Talent and Skills,1,AI Skills,3.2,Financial Services,United Kingdom,North America,Leadership
MAR_CAP_0907,4,Talent and Skills,1,AI Skills,3.8,Healthcare,Australia,Europe,Management
MAR_CAP_0908,4,Talent and Skills,1,AI Skills,2.3,Financial Services,United States,Africa,Leadership
MAR_CAP_0909,4,Talent and Skills,1,AI Skills,3.0,Manufacturing,Germany,Africa,IT & Data
MAR_CAP_0910,4,Talent and Skills,1,AI Skills,4.6,Manufacturing,Australia,Africa,IT & Data
MAR_CAP_0911,4,Talent and Skills,1,AI Skills,2.4,Technology,Canada,Africa,IT & Data
MAR_CAP_0912,4,Talent and Skills,1,AI Skills,4.1,Healthcare,France,Europe,Staff
MAR_CAP_0913,4,Talent and Skills,1,AI Skills,2.5,Manufacturing,France,Africa,Leadership
MAR_CAP_0914,4,Talent and Skills,1,AI Skills,2.7,Retail,United States,Asia,Management
MAR_CAP_0915,4,Talent and Skills,1,AI Skills,3.9,Manufacturing,United Kingdom,Africa,Leadership
MAR_CAP_0916,4,Talent and Skills,1,AI Skills,3.7,Financial Services,Australia,Africa,Leadership
MAR_CAP_0917,4,Talent and Skills,1,AI Skills,3.7,Financial Services,France,Asia,Management
MAR_CAP_0918,4,Talent and Skills,1,AI Skills,3.4,Manufacturing,Canada,Europe,Leadership
MAR_CAP_0919,4,Talent and Skills,1,AI Skills,2.5,Technology,Canada,Asia,Management
MAR_CAP_0920,4,Talent and Skills,1,AI Skills,3.5,Retail,United States,Europe,IT & Data
MAR_CAP_0921,4,Talent and Skills,1,AI Skills,3.3,Healthcare,United States,Africa,IT & Data
MAR_CAP_0922,4,Talent and Skills,1,AI Skills,3.4,Manufacturing,United States,Europe,IT & Data
MAR_CAP_0923,4,Talent and Skills,1,AI Skills,3.6,Healthcare,United Kingdom,Europe,Leadership
MAR_CAP_0924,4,Talent and Skills,1,AI Skills,4.3,Manufacturing,Australia,Europe,Leadership
MAR_CAP_0925,4,Talent and Skills,1,AI Skills,3.6,Financial Services,Australia,Asia,IT & Data
MAR_CAP_0926,4,Talent and Skills,1,AI Skills,3.8,Retail,United States,Europe,Management
MAR_CAP_0927,4,Talent and Skills,1,AI Skills,3.6,Retail,France,Europe,Management
MAR_CAP_0928,4,Talent and Skills,1,AI Skills,3.5,Financial Services,Canada,Asia,Leadership
MAR_CAP_0929,4,Talent and Skills,1,AI Skills,2.6,Retail,Australia,North America,Staff
MAR_CAP_0930,4,Talent and Skills,1,AI Skills,3.2,Technology,United Kingdom,Europe,Management
MAR_CAP_0931,4,Talent and Skills,1,AI Skills,3.0,Financial Services,France,Europe,Management
MAR_CAP_0932,4,Talent and Skills,1,AI Skills,3.1,Retail,France,Asia,Staff
MAR_CAP_0933,4,Talent and Skills,1,AI Skills,3.3,Healthcare,Canada,Africa,IT & Data
MAR_CAP_0934,4,Talent and Skills,1,AI Skills,3.0,Healthcare,United Kingdom,Asia,IT & Data
MAR_CAP_0935,4,Talent and Skills,1,AI Skills,3.0,Retail,Australia,Asia,IT & Data
MAR_CAP_0936,4,Talent and Skills,1,AI Skills,2.7,Technology,United States,North America,Management
MAR_CAP_0937,4,Talent and Skills,1,AI Skills,3.3,Financial Services,United States,Europe,Staff
MAR_CAP_0938,4,Talent and Skills,1,AI Skills,3.8,Healthcare,Germany,Europe,Management
MAR_CAP_0939,4,Talent and Skills,1,AI Skills,4.0,Technology,France,North America,Staff
MAR_CAP_0940,4,Talent and Skills,1,AI Skills,2.6,Healthcare,United Kingdom,Africa,Management
MAR_CAP_0941,4,Talent and Skills,1,AI Skills,3.4,Manufacturing,Australia,Africa,Management
MAR_CAP_0942,4,Talent and Skills,1,AI Skills,3.3,Retail,France,Asia,Management
MAR_CAP_0943,4,Talent and Skills,1,AI Skills,3.4,Retail,Canada,Asia,Leadership
MAR_CAP_0944,4,Talent and Skills,1,AI Skills,2.9,Manufacturing,Germany,Africa,Management
MAR_CAP_0945,4,Talent and Skills,1,AI Skills,2.9,Manufacturing,Canada,Europe,Leadership
MAR_CAP_0946,4,Talent and Skills,1,AI Skills,3.8,Financial Services,Canada,Asia,Leadership
MAR_CAP_0947,4,Talent and Skills,1,AI Skills,3.6,Technology,Germany,Asia,Management
MAR_CAP_0948,4,Talent and Skills,1,AI Skills,4.1,Manufacturing,United States,Europe,IT & Data
MAR_CAP_0949,4,Talent and Skills,1,AI Skills,4.0,Financial Services,Australia,Asia,IT & Data
MAR_CAP_0950,4,Talent and Skills,1,AI Skills,3.4,Retail,Australia,Europe,Leadership
MAR_CAP_0951,4,Talent and Skills,1,AI Skills,2.7,Retail,France,Asia,IT & Data
MAR_CAP_0952,4,Talent and Skills,1,AI Skills,3.7,Healthcare,United Kingdom,Europe,Staff
MAR_CAP_0953,4,Talent and Skills,1,AI Skills,3.5,Financial Services,United States,Africa,IT & Data
MAR_CAP_0954,4,Talent and Skills,1,AI Skills,3.2,Technology,United States,North America,Leadership
MAR_CAP_0955,4,Talent and Skills,1,AI Skills,3.2,Manufacturing,France,North America,Leadership
MAR_CAP_0956,4,Talent and Skills,1,AI Skills,3.4,Manufacturing,United Kingdom,North America,Staff
MAR_CAP_0957,4,Talent and Skills,1,AI Skills,3.4,Financial Services,Germany,Asia,Staff
MAR_CAP_0958,4,Talent and Skills,1,AI Skills,2.8,Manufacturing,Canada,Africa,IT & Data
MAR_CAP_0959,4,Talent and Skills,1,AI Skills,2.9,Manufacturing,Canada,Asia,Leadership
MAR_CAP_0960,4,Talent and Skills,1,AI Skills,3.1,Technology,Germany,North America,IT & Data
MAR_CAP_0961,4,Talent and Skills,1,AI Skills,4.2,Healthcare,United Kingdom,Africa,IT & Data
MAR_CAP_0962,4,Talent and Skills,1,AI Skills,3.2,Technology,United Kingdom,Europe,IT & Data
MAR_CAP_0963,4,Talent and Skills,1,AI Skills,4.1,Manufacturing,France,Europe,Leadership
MAR_CAP_0964,4,Talent and Skills,1,AI Skills,3.5,Financial Services,Germany,Africa,Staff
MAR_CAP_0965,4,Talent and Skills,1,AI Skills,3.6,Financial Services,France,Europe,Leadership
MAR_CAP_0966,4,Talent and Skills,1,AI Skills,3.7,Financial Services,France,Africa,Staff
MAR_CAP_0967,4,Talent and Skills,1,AI Skills,3.1,Technology,Germany,Europe,Leadership
MAR_CAP_0968,4,Talent and Skills,1,AI Skills,4.3,Healthcare,United States,Europe,IT & Data
MAR_CAP_0969,4,Talent and Skills,1,AI Skills,3.4,Manufacturing,Australia,Africa,Leadership
MAR_CAP_0970,4,Talent and Skills,1,AI Skills,3.1,Manufacturing,Australia,Europe,IT & Data
MAR_CAP_0971,4,Talent and Skills,1,AI Skills,2.8,Retail,France,Europe,Leadership
MAR_CAP_0972,4,Talent and Skills,1,AI Skills,3.5,Healthcare,United States,North America,IT & Data
MAR_CAP_0973,4,Talent and Skills,1,AI Skills,3.7,Financial Services,United States,Asia,Leadership
MAR_CAP_0974,4,Talent and Skills,1,AI Skills,2.9,Financial Services,Canada,North America,Staff
MAR_CAP_0975,4,Talent and Skills,1,AI Skills,2.8,Financial Services,France,Africa,Staff
MAR_CAP_0976,4,Talent and Skills,1,AI Skills,4.4,Financial Services,United States,Europe,Leadership
MAR_CAP_0977,4,Talent and Skills,1,AI Skills,3.4,Retail,United Kingdom,Asia,Management
MAR_CAP_0978,4,Talent and Skills,1,AI Skills,3.4,Retail,United States,Africa,Management
MAR_CAP_0979,4,Talent and Skills,1,AI Skills,2.9,Financial Services,Germany,Asia,Staff
MAR_CAP_0980,4,Talent and Skills,1,AI Skills,3.0,Healthcare,Germany,Asia,IT & Data
MAR_CAP_0981,4,Talent and Skills,1,AI Skills,3.7,Manufacturing,Germany,Africa,Staff
MAR_CAP_0982,4,Talent and Skills,1,AI Skills,3.4,Healthcare,United States,Europe,IT & Data
MAR_CAP_0983,4,Talent and Skills,1,AI Skills,2.9,Healthcare,France,Africa,IT & Data
MAR_CAP_0984,4,Talent and Skills,1,AI Skills,2.8,Manufacturing,Australia,Asia,Management
MAR_CAP_0985,4,Talent and Skills,1,AI Skills,3.8,Retail,United Kingdom,Asia,IT & Data
MAR_CAP_0986,4,Talent and Skills,1,AI Skills,2.8,Retail,France,Africa,Leadership
MAR_CAP_0987,4,Talent and Skills,1,AI Skills,3.6,Technology,Australia,Europe,Leadership
MAR_CAP_0988,4,Talent and Skills,1,AI Skills,3.3,Healthcare,United Kingdom,North America,Management
MAR_CAP_0989,4,Talent and Skills,1,AI Skills,3.0,Technology,United States,Africa,Management
MAR_CAP_0990,4,Talent and Skills,1,AI Skills,2.0,Manufacturing,Germany,Asia,Management
MAR_CAP_0991,4,Talent and Skills,1,AI Skills,3.1,Healthcare,Australia,Africa,Management
MAR_CAP_0992,4,Talent and Skills,1,AI Skills,3.4,Financial Services,Australia,North America,Leadership
MAR_CAP_0993,4,Talent and Skills,1,AI Skills,2.8,Financial Services,Canada,Asia,IT & Data
MAR_CAP_0994,4,Talent and Skills,1,AI Skills,3.1,Manufacturing,United States,Africa,IT & Data
MAR_CAP_0995,4,Talent and Skills,1,AI Skills,4.4,Healthcare,United States,Asia,Staff
MAR_CAP_0996,4,Talent and Skills,1,AI Skills,3.4,Technology,Australia,Europe,Management
MAR_CAP_0997,4,Talent and Skills,1,AI Skills,2.8,Retail,United Kingdom,North America,IT & Data
MAR_CAP_0998,4,Talent and Skills,1,AI Skills,4.0,Financial Services,United States,Europe,Leadership
MAR_CAP_0999,4,Talent and Skills,1,AI Skills,3.6,Healthcare,Canada,Africa,Management
MAR_CAP_0000,4,Talent and Skills,2,Training Programs,3.8,Manufacturing,Germany,Europe,Leadership
MAR_CAP_0001,4,Talent and Skills,2,Training Programs,4.9,Manufacturing,France,Africa,Staff
MAR_CAP_0002,4,Talent and Skills,2,Training Programs,3.5,Technology,United Kingdom,Africa,Staff
MAR_CAP_0003,4,Talent and Skills,2,Training Programs,3.1,Retail,Germany,North America,Staff
MAR_CAP_0004,4,Talent and Skills,2,Training Programs,3.5,Retail,France,Europe,Leadership
MAR_CAP_0005,4,Talent and Skills,2,Training Programs,3.3,Healthcare,France,Europe,Staff
MAR_CAP_0006,4,Talent and Skills,2,Training Programs,3.7,Financial Services,United Kingdom,Africa,Staff
MAR_CAP_0007,4,Talent and Skills,2,Training Programs,3.2,Manufacturing,United Kingdom,Asia,Staff
MAR_CAP_0008,4,Talent and Skills,2,Training Programs,3.1,Financial Services,United Kingdom,Europe,Leadership
MAR_CAP_0009,4,Talent and Skills,2,Training Programs,3.2,Manufacturing,United States,North America,Management
MAR_CAP_0010,4,Talent and Skills,2,Training Programs,4.2,Retail,United Kingdom,North America,IT & Data
MAR_CAP_0011,4,Talent and Skills,2,Training Programs,3.8,Healthcare,France,Europe,Management
MAR_CAP_0012,4,Talent and Skills,2,Training Programs,3.2,Healthcare,United States,Europe,IT & Data
MAR_CAP_0013,4,Talent and Skills,2,Training Programs,4.9,Technology,United States,Europe,Leadership
MAR_CAP_0014,4,Talent and Skills,2,Training Programs,3.0,Retail,France,North America,Leadership
MAR_CAP_0015,4,Talent and Skills,2,Training Programs,2.2,Manufacturing,France,Europe,Leadership
MAR_CAP_0016,4,Talent and Skills,2,Training Programs,3.7,Retail,United States,Asia,IT & Data
MAR_CAP_0017,4,Talent and Skills,2,Training Programs,3.3,Financial Services,France,North America,Management
MAR_CAP_0018,4,Talent and Skills,2,Training Programs,3.9,Manufacturing,Germany,North America,IT & Data
MAR_CAP_0019,4,Talent and Skills,2,Training Programs,3.5,Retail,Germany,Asia,Management
MAR_CAP_0020,4,Talent and Skills,2,Training Programs,2.7,Technology,Canada,Africa,Leadership
MAR_CAP_0021,4,Talent and Skills,2,Training Programs,3.5,Healthcare,United Kingdom,Africa,Leadership
MAR_CAP_0022,4,Talent and Skills,2,Training Programs,3.3,Financial Services,France,North America,IT & Data
MAR_CAP_0023,4,Talent and Skills,2,Training Programs,3.0,Retail,Germany,Asia,Staff
MAR_CAP_0024,4,Talent and Skills,2,Training Programs,3.4,Financial Services,Germany,Asia,Leadership
MAR_CAP_0025,4,Talent and Skills,2,Training Programs,3.4,Healthcare,Canada,North America,Leadership
MAR_CAP_0026,4,Talent and Skills,2,Training Programs,3.4,Retail,Australia,Africa,Leadership
MAR_CAP_0027,4,Talent and Skills,2,Training Programs,3.0,Manufacturing,United States,Asia,Leadership
MAR_CAP_0028,4,Talent and Skills,2,Training Programs,2.7,Technology,France,North America,Staff
MAR_CAP_0029,4,Talent and Skills,2,Training Programs,3.4,Financial Services,Canada,Europe,Staff
MAR_CAP_0030,4,Talent and Skills,2,Training Programs,2.7,Financial Services,United Kingdom,Africa,Leadership
MAR_CAP_0031,4,Talent and Skills,2,Training Programs,4.2,Technology,Australia,Africa,Management
MAR_CAP_0032,4,Talent and Skills,2,Training Programs,3.3,Technology,Germany,North America,Management
MAR_CAP_0033,4,Talent and Skills,2,Training Programs,3.7,Manufacturing,Australia,Asia,IT & Data
MAR_CAP_0034,4,Talent and Skills,2,Training Programs,3.7,Technology,United States,Africa,Staff
MAR_CAP_0035,4,Talent and Skills,2,Training Programs,3.4,Financial Services,Australia,North America,IT & Data
MAR_CAP_0036,4,Talent and Skills,2,Training Programs,2.5,Retail,Germany,Asia,Management
MAR_CAP_0037,4,Talent and Skills,2,Training Programs,4.1,Healthcare,France,Africa,Staff
MAR_CAP_0038,4,Talent and Skills,2,Training Programs,2.4,Manufacturing,Australia,North America,Staff
MAR_CAP_0039,4,Talent and Skills,2,Training Programs,3.1,Technology,United States,North America,IT & Data
MAR_CAP_0040,4,Talent and Skills,2,Training Programs,3.8,Healthcare,Australia,Europe,IT & Data
MAR_CAP_0041,4,Talent and Skills,2,Training Programs,3.2,Technology,France,Asia,Management
MAR_CAP_0042,4,Talent and Skills,2,Training Programs,3.5,Healthcare,Australia,Europe,Management
MAR_CAP_0043,4,Talent and Skills,2,Training Programs,3.5,Technology,United States,North America,Management
MAR_CAP_0044,4,Talent and Skills,2,Training Programs,3.9,Financial Services,Australia,Asia,Management
MAR_CAP_0045,4,Talent and Skills,2,Training Programs,3.4,Retail,France,North America,Management
MAR_CAP_0046,4,Talent and Skills,2,Training Programs,2.4,Manufacturing,Australia,Asia,Management
MAR_CAP_0047,4,Talent and Skills,2,Training Programs,2.8,Technology,United States,Asia,Management
MAR_CAP_0048,4,Talent and Skills,2,Training Programs,3.1,Healthcare,Germany,Africa,IT & Data
MAR_CAP_0049,4,Talent and Skills,2,Training Programs,3.3,Healthcare,Australia,Asia,Leadership
MAR_CAP_0050,4,Talent and Skills,2,Training Programs,3.7,Financial Services,Australia,North America,Leadership
MAR_CAP_0051,4,Talent and Skills,2,Training Programs,3.9,Manufacturing,Australia,Europe,IT & Data
MAR_CAP_0052,4,Talent and Skills,2,Training Programs,4.3,Financial Services,United Kingdom,Europe,Leadership
MAR_CAP_0053,4,Talent and Skills,2,Training Programs,3.8,Technology,United States,Asia,Management
MAR_CAP_0054,4,Talent and Skills,2,Training Programs,4.2,Financial Services,United States,North America,IT & Data
MAR_CAP_0055,4,Talent and Skills,2,Training Programs,3.5,Technology,United Kingdom,Asia,IT & Data
MAR_CAP_0056,4,Talent and Skills,2,Training Programs,3.4,Financial Services,United Kingdom,Africa,Staff
MAR_CAP_0057,4,Talent and Skills,2,Training Programs,2.8,Manufacturing,United States,Africa,Staff
MAR_CAP_0058,4,Talent and Skills,2,Training Programs,3.4,Financial Services,Australia,Europe,IT & Data
MAR_CAP_0059,4,Talent and Skills,2,Training Programs,4.4,Financial Services,Australia,North America,Leadership
MAR_CAP_0060,4,Talent and Skills,2,Training Programs,3.6,Healthcare,United Kingdom,North America,IT & Data
MAR_CAP_0061,4,Talent and Skills,2,Training Programs,3.8,Technology,Australia,North America,Management
MAR_CAP_0062,4,Talent and Skills,2,Training Programs,2.6,Technology,United States,Africa,Management
MAR_CAP_0063,4,Talent and Skills,2,Training Programs,2.7,Healthcare,Australia,North America,Management
MAR_CAP_0064,4,Talent and Skills,2,Training Programs,2.8,Healthcare,United States,Africa,Management
MAR_CAP_0065,4,Talent and Skills,2,Training Programs,2.7,Financial Services,Canada,Europe,Staff
MAR_CAP_0066,4,Talent and Skills,2,Training Programs,4.1,Manufacturing,United States,North America,Management
MAR_CAP_0067,4,Talent and Skills,2,Training Programs,3.7,Retail,United Kingdom,Africa,Staff
MAR_CAP_0068,4,Talent and Skills,2,Training Programs,2.6,Retail,Canada,Europe,Leadership
MAR_CAP_0069,4,Talent and Skills,2,Training Programs,3.7,Manufacturing,United States,Africa,IT & Data
MAR_CAP_0070,4,Talent and Skills,2,Training Programs,3.0,Financial Services,Canada,North America,Management
MAR_CAP_0071,4,Talent and Skills,2,Training Programs,2.8,Technology,France,North America,Staff
MAR_CAP_0072,4,Talent and Skills,2,Training Programs,2.7,Healthcare,Australia,Asia,Management
MAR_CAP_0073,4,Talent and Skills,2,Training Programs,3.1,Financial Services,Canada,North America,Management
MAR_CAP_0074,4,Talent and Skills,2,Training Programs,3.0,Financial Services,Canada,Europe,Staff
MAR_CAP_0075,4,Talent and Skills,2,Training Programs,3.3,Retail,France,North America,Management
MAR_CAP_0076,4,Talent and Skills,2,Training Programs,3.4,Healthcare,Australia,North America,IT & Data
MAR_CAP_0077,4,Talent and Skills,2,Training Programs,3.5,Retail,Australia,Africa,IT & Data
MAR_CAP_0078,4,Talent and Skills,2,Training Programs,3.5,Technology,Australia,North America,Management
MAR_CAP_0079,4,Talent and Skills,2,Training Programs,4.3,Healthcare,United States,North America,IT & Data
MAR_CAP_0080,4,Talent and Skills,2,Training Programs,3.3,Manufacturing,Canada,Asia,IT & Data
MAR_CAP_0081,4,Talent and Skills,2,Training Programs,3.0,Manufacturing,Australia,Europe,Leadership
MAR_CAP_0082,4,Talent and Skills,2,Training Programs,4.2,Financial Services,France,Africa,Staff
MAR_CAP_0083,4,Talent and Skills,2,Training Programs,3.1,Healthcare,Canada,Africa,Management
MAR_CAP_0084,4,Talent and Skills,2,Training Programs,4.4,Retail,United Kingdom,Africa,Leadership
MAR_CAP_0085,4,Talent and Skills,2,Training Programs,3.8,Healthcare,United States,Asia,Management
MAR_CAP_0086,4,Talent and Skills,2,Training Programs,3.4,Healthcare,United Kingdom,North America,IT & Data
MAR_CAP_0087,4,Talent and Skills,2,Training Programs,3.9,Retail,Canada,Africa,IT & Data
MAR_CAP_0088,4,Talent and Skills,2,Training Programs,2.2,Retail,Canada,Africa,Staff
MAR_CAP_0089,4,Talent and Skills,2,Training Programs,3.8,Technology,Australia,North America,Staff
MAR_CAP_0090,4,Talent and Skills,2,Training Programs,3.3,Technology,Germany,Africa,Staff
MAR_CAP_0091,4,Talent and Skills,2,Training Programs,4.1,Technology,Germany,North America,IT & Data
MAR_CAP_0092,4,Talent and Skills,2,Training Programs,3.0,Retail,United States,Africa,Leadership
MAR_CAP_0093,4,Talent and Skills,2,Training Programs,3.2,Healthcare,United States,Africa,Management
MAR_CAP_0094,4,Talent and Skills,2,Training Programs,3.7,Manufacturing,Australia,Europe,Leadership
MAR_CAP_0095,4,Talent and Skills,2,Training Programs,3.3,Manufacturing,Canada,Asia,Leadership
MAR_CAP_0096,4,Talent and Skills,2,Training Programs,2.8,Technology,France,North America,Management
MAR_CAP_0097,4,Talent and Skills,2,Training Programs,3.6,Financial Services,Canada,Asia,Staff
MAR_CAP_0098,4,Talent and Skills,2,Training Programs,2.9,Manufacturing,Australia,Europe,Leadership
MAR_CAP_0099,4,Talent and Skills,2,Training Programs,3.4,Manufacturing,United Kingdom,North America,Leadership
MAR_CAP_0100,4,Talent and Skills,2,Training Programs,3.6,Manufacturing,United Kingdom,Asia,Management
MAR_CAP_0101,4,Talent and Skills,2,Training Programs,3.3,Financial Services,Canada,Europe,Staff
MAR_CAP_0102,4,Talent and Skills,2,Training Programs,3.8,Financial Services,United States,Africa,Staff
MAR_CAP_0103,4,Talent and Skills,2,Training Programs,2.8,Technology,Canada,North America,IT & Data
MAR_CAP_0104,4,Talent and Skills,2,Training Programs,3.5,Manufacturing,Canada,Asia,Management
MAR_CAP_0105,4,Talent and Skills,2,Training Programs,3.4,Financial Services,Germany,Asia,Management
MAR_CAP_0106,4,Talent and Skills,2,Training Programs,3.4,Technology,United Kingdom,Africa,Leadership
MAR_CAP_0107,4,Talent and Skills,2,Training Programs,2.8,Financial Services,France,Asia,Management
MAR_CAP_0108,4,Talent and Skills,2,Training Programs,2.8,Manufacturing,France,Asia,Leadership
MAR_CAP_0109,4,Talent and Skills,2,Training Programs,2.3,Healthcare,France,Europe,IT & Data
MAR_CAP_0110,4,Talent and Skills,2,Training Programs,3.7,Financial Services,France,Africa,IT & Data
MAR_CAP_0111,4,Talent and Skills,2,Training Programs,3.4,Manufacturing,United States,Africa,IT & Data
MAR_CAP_0112,4,Talent and Skills,2,Training Programs,3.5,Manufacturing,Canada,Africa,Management
MAR_CAP_0113,4,Talent and Skills,2,Training Programs,3.1,Technology,France,Europe,Leadership
MAR_CAP_0114,4,Talent and Skills,2,Training Programs,3.3,Financial Services,United States,Europe,Staff
MAR_CAP_0115,4,Talent and Skills,2,Training Programs,3.3,Retail,Canada,North America,IT & Data
MAR_CAP_0116,4,Talent and Skills,2,Training Programs,2.4,Manufacturing,United Kingdom,Europe,Management
MAR_CAP_0117,4,Talent and Skills,2,Training Programs,3.5,Healthcare,Germany,Africa,Leadership
